department,name,description,credits,prerequisites,corequisites,,,,,,,,,,,,
RELG,RELG 201 Near Eastern and Biblical Mythology,"An introduction to Near Eastern mythology, including Mesopotamian myths and the Biblical myths recorded in Genesis 1 to 11.",Credits: 3,"This course introduces students to the intriguing worlds of Mesopotamian and Biblical mythology.  This will be achieved through introductions to, and literary reading of, mythological narratives from ancient Mesopotamian sources (what is now Iraq) and the Hebrew Bible/Old Testament, in order to glimpse into ancient discourses, beliefs, representations, and narratives.In the process, students will be introduced to key concepts and methods in the study of religion and ancient civilizations, exploe a variety of myths in their original context, examine links between Mesopotamian and Biblical foundational narratives, and consider the ways in which ancient accounts and their interpretations may have had an impact on contemporary Western traditions.",null,,,,,,,,,,,,
ATSC,ATSC 399 Co-operative Work Placement II,"Approved and supervised technical work experience in an industrial, university or government setting for a minimum of 14 weeks. Normally taken in the Summer Session (Terms 1 and 2) following third year. Technical report required. Restricted to students admitted to the Co-operative Education Program in Atmospheric Science.",Credits: 3,Pre-reqs:     ATSC 398.,null,,,,,,,,,,,,
PHAR,PHAR 454 Pediatric and Geriatric Drug Therapy,Drug therapy considerations in pediatric and geriatric patients.,Credits: 3,Pre-reqs:     PHAR 451.,Co-reqs:      PHAR 452.,,,,,,,,,,,,
COMM,COMM 458 Fundamentals of Managerial Accounting,Use of accounting data in decision making by businesses, financial statement analysis, cash flows, cost behaviour patterns, methods of accounting for costs. (For non-Commerce students only).,Credits: 3,"Pre-reqs:     One of COMM 293, COMM 457.",null,,,,,,,,
LING,LING 100 Introduction to Language and Linguistics,"Study of language as a universal and uniquely human cognitive system: What universals do all languages share and how do languages differ? An investigation of sound systems, word-building, grammatical principles, language change, dialect variation, language acquisition, neurolinguistics. Recommended but not required for an honours, major, or minor in linquistics or speech sciences.",Credits: 3,null,null,,,,,,,,,,,,
FOOD,FOOD 523 Advances in Food Microbiology,,Credits: 3,null,null,,,,,,,,,,,,
EOSC,EOSC 534 Geological Engineering: Soils and Weak Rocks,"Consult the credit exclusion list in the Faculty of Science section of the Calendar.  http://www.calendar.ubc.ca/vancouver/index.cfm?tree=12,215,410,414#4978",Credits: 3,null,null,,,,,,,,,,,,
FRST,FRST 560 Forest Business Enterprise,,Credits: 4,null,null,,,,,,,,,,,,
HIST,HIST 302 History of the Indigenous Peoples of North America,"Indigenous peoples from pre-contact to the present in Canada and the U.S.  Topics include colonial frontiers, disease, fur trade, government policies, environment, gender, religion, oral narratives, activism, urbanization, and identity.",Credits: 6,null,null,,,,,,,,,,,,
EDCP,EDCP 560 Scholarship of Curriculum Practice in Higher Education,,Credits: 3,null,null,,,,,,,,,,,,
PATH,PATH 548Q Directed Studies - HUMAN PATHOLOGY,,Credits: 6,null,null,,,,,,,,,,,,
LLED,LLED 492A Supervised Study in Reading - SPR ST IN READ,,Credits: 3,null,null,,,,,,,,,,,,
ORPA,ORPA 723 Orthopaedic Surgery,"The practical application of orthopaedics in the operating room with discussion of techniques of surgery, anatomy, pathology, pathophysiology and complications of diseases.",Credits: 0,null,null,,,,,,,,,,,,
GREK,GREK 550A Directed Studies - DIRECTED STUDIES,,Credits: 3,null,null,,,,,,,,,,,,
ANTH,ANTH 100A Introduction to Cultural Anthropology - INTRO CULT ANTH,"Basic concepts and methods of anthropology; culture and race; comparative study of social systems, religion, symbolism, art, and other institutions. Examples are drawn from a variety of cultures.",Credits: 3,null,null,,,,,,,,,,,,
CRWR,CRWR 208 Introduction to Writing for Graphic Forms,"Techniques of and practice in creating, developing, and writing the graphic novel, manga, and other forms of illustrated writing. The ability to draw is not required. Manuscript submission is not required for admission.",Credits: 3,null,null,,,,,,,,,,,,
EOSC,EOSC 430 Aqueous Geochemistry,"Quantitative approaches to practical aqueous geochemistry problems. Equilibrium thermodynamics, kinetics, complexation, oxidation reduction, cation exchange, sorption and partitioning of organics. Case Studies.",Credits: 3,"Pre-reqs:     Either (a) all of CHEM 111, CHEM 113 or (b) all of CHEM 121, CHEM 123 or (c) SCIE 001 or (d) CHEM 154.",Co-reqs:      EOSC 329.,,,,,,,,,,,,
POLI,POLI 420B Advanced Topics in Comparative Politics - ADV TPCS CMP PLI,"Seminar in comparative analysis of politics in democratic systems. For specific content in a given year, consult the departmental website.",Credits: 3,"Pre-reqs:     Two of POLI 220, POLI 320, POLI 321, POLI 322, POLI 323, POLI 324, POLI 325, POLI 326, POLI 327, POLI 328, POLI 329, POLI 330, POLI 331, POLI 332, POLI 333, POLI 350, POLI 351.",null,,,,,,,,,,,,
DENT,DENT 507 Topics in Dental Public Health II (Critical Literature Review),,Credits: 6,Pre-reqs:     DENT 506.,null,,,,,,,,,,,,
LAW,LAW 438 Secured Transactions,"The law governing the creation, perfection and enforcement of security interests in personal property.",Credits: 3,null,null,,,,,,,,,,,,
LING,LING 530A Linguistic Problems in a Special Area - PROB IN SPC AREA,,Credits: 3,null,null,,,,,,,,,,,,
MINE,MINE 544 Mining Environment Case Studies,"Regulatory requirements for mine-mill environmental protection in design, operation and closure. Studies of environmental impact statements and closure plans. Credit will be granted for only one of MINE 544 or MINE 574.",Credits: 3,null,null,,,,,,,,,,,,
MUSC,MUSC 694A Music Performance (Major) - KEYBOARD INST'S,"Private instruction, vocal or instrumental.",Credits: 8,null,null,,,,,,,,,,,,
FNIS,FNIS 533D Directed Study - DIRECTED STUDY,,Credits: 3,null,null,,,,,,,,,,,,
ENGL,ENGL 348A Shakespeare and the Renaissance - SHAKESPEARE,,Credits: 3,"Pre-reqs:      (3rd year standing and 6 credits of first-year English, or Arts One, or 6 credits of ASTU 100 from CAP or 3 credits of first-year English and 3 credits of ASTU 150)",null,,,,,,,,,,,,
AFST,AFST 352A Perspectives in African Studies: A Social Science Approach - PRSPCTV: SOC SCI,Major issues and theoretical approaches.,Credits: 3,Co-reqs:      AFST 250.  (Credit will not be given for both AFST 350 and 352),Equivalents:,,,,,,,,,,,,
SOCI,SOCI 100A Introduction to Sociology - INTRO SOCIOLOGY,Introduction to problems in the analysis of social structures and processes. Basic sociological concepts will be introduced and their application demonstrated in various areas of sociology. Credit will be granted for only one of (i) SOCI 100C (6) or (ii) SOCI 100A (3) and SOCI 100B (3).,Credits: 3,null,null,,,,,,,,,,,,
CPSC,"CPSC 501 Theory of Automata, Formal Languages and Computability",,Credits: 3,null,null,,,,,,,,,,,,
PLAN,PLAN 519B Internships - INTERNSHIPS,Guided hands-on experience of day-to-day planning in a workplace environment.,Credits: 3,null,null,,,,,,,,,,,,
ECED,ECED 438 Observation and Documentation in Early Childhood Settings,,Credits: 3,null,null,,,,,,,,,,,,
MICB,MICB 404 Topics in Molecular Bacterial Pathogenesis,"A lecture/discussion/library research course. Topics such as antibiotic resistance, pathogen genomics; host-pathogen interactions; evolution of pathogens; host responses to infection, invasive mechanisms, resistance mechanisms.",Credits: 3,"Pre-reqs:     MICB 302 and one of MICB 308, MICB 403, MICB 408.",null,,,,,,,,,,,,
MEDG,MEDG 649 Doctoral Dissertation,,Credits: 0,null,null,,,,,,,,,,,,
GRS,GRS 390 Global Issues in Cultural Context,"Students interact face-to-face and on-line as a community of learners to discuss global issues in agriculture, food, and natural resources in cultural context. Typically taken while studying abroad.",Credits: 2,Pre-reqs:     GRS  290.,null,,,,,,,,,,,,
PHTH,PHTH 514 Clinical Practice I,,Credits: 5,null,null,,,,,,,,,,,,
MECH,MECH 445 Fuel Cell Systems,"Energy system architecture and electrochemical energy conversion: fuel cell thermodynamics and electrochemistry; Proton Exchange Membrane Fuel Cells (PMFCs) and Solid Oxide Fuel Cells (SOFCSs); hydrogen production, storage, and distribution. Credit cannot be obtained for both MECH 445 and MECH 545.",Credits: 3,"Pre-reqs:     All of MECH 327, MECH 375.",null,,,,,,,,,,,,
SPPH,SPPH 599 M.Sc. Thesis,,Credits: 12,null,null,,,,,,,,,,,,
EECE,EECE 571U Electrical Engineering Seminar and Special Problems - PHASE LOCK LOOPS,,Credits: 3,null,null,,,,,,,,,,,,
KIN,KIN 586 Coaching Effectiveness,Analysis of athlete performance and appropriate design and application of coaching intervention and skill acquisition for athlete and coach development.,Credits: 3,null,null,,,,,,,,,,,,
SPPH,SPPH 520 Control of Communicable Disease,"Epidemiology of viral, bacterial and parasitic infections with emphasis on the control of these infections in human populations. Immunization programs will be stressed.",Credits: 3,"Pre-reqs:     Either (a) all of HCEP 400, HCEP 502 or (b) all of SPPH 400, SPPH 502.",null,,,,,,,,,,,,
EOSC,EOSC 554B Theoretical Glaciology - THRTCL GLACIOCLG,"Lectures and seminars on theoretical aspects of glacier mechanics; flow, stress and temperature fields, sliding theory, flow instabilities.",Credits: 3,null,null,,,,,,,,,,,,
EDCP,EDCP 561 Scholarship of Teaching and Learning in Higher Education,,Credits: 3,null,null,,,,,,,,,,,,
HIST,HIST 421B Honours Tutorial - HONOURS TUTORIAL,,Credits: 6,null,null,,,,,,,,,,,,
MECH,MECH 439 Biomechanics Research,Seminar in Biomechanics research.,Credits: 1,null,null,,,,,,,,,,,,
LFS,"LFS 350 Land, Food, and Community II","Introduction to tools and skills required to assess the economic, ecological, social, and technological components of managed landscapes, agrifood systems and communities comprising the land, food, nutrition and health continuum.",Credits: 3,"Pre-reqs:     One of AGSC 250, LFS  250.",null,,,,,,,,,,,,
DENT,DENT 529 Prosthodontic Treatment Planning and Outcomes Seminars III,,Credits: 6,null,null,,,,,,,,,,,,
SPHA,SPHA 562 Health Care Law,,Credits: 1.5,null,null,,,,,,,,,,,,
EDUC,EDUC 490R Special Studies in Education - SPEC STUDIES ED,Topics not covered in a course. A pilot course may be offered under this name for only one year and with permission of the Associate Dean (Teacher Education).,Credits: 3,null,null,,,,,,,,,,,,
PATH,PATH 535 Seminar,Attendance required of all M.Sc. candidates in the Department.,Credits: 2,null,null,,,,,,,,,,,,
ECED,ECED 598B Field Experiences - FIELD EXPER 2,"For those in master's, doctoral, and diploma programs.",Credits: 3,null,null,,,,,,,,,,,,
PHAR,PHAR 442 Pharmacology IV,The pharmacology of selected drug classes.,Credits: 3,Pre-reqs:     PHAR 441.,"Co-reqs:      All of PHAR 452, PHAR 462, PHAR 472.",,,,,,,,,,,,
PSYC,PSYC 591 Survey of Social Psychology II,,Credits: 3,null,null,,,,,,,,,,,,
MUSC,MUSC 162C Wind and Percussion Chamber Ensembles - WIND CHAM ENS SX,"May be repeated for credit in accordance with program requirements for B.Mus. or B.A. in Music. Open to other students by audition, with credit, as stipulated by their faculties.",Credits: 2.0,null,null,,,,,,,,,,,,
EPSE,EPSE 589A Master's Internship in School Psychology - INTERN SCH PSYCH,Pass/Fail.,Credits: 6,Pre-reqs:      (Restricted to students in the School Psychology Master's Program.),null,,,,,,,,,,,,
LLED,LLED 462 School Library Resource Centre Programs,,Credits: 3,null,null,,,,,,,,,,,,
CLST,CLST 212 Greek Philosophy II,Plato, Aristotle, selections from Hellenistic Philosophy. Recommended as preparation for PHIL 310 and PHIL 311.,Credits: 3,Equivalents:  PHIL 212,null,,,,,,,,,,
GRSJ,"GRSJ 502 Issues in Gender, Sexuality, and Critical Race Theories",,Credits: 3,null,null,,,,,,,,,,,,
ATSC,ATSC 500 Boundary-Layer Meteorology,Theoretical and empirical analysis of the atmospheric boundary layer with particular emphasis on energy and mass exchanges near the Earth's surface.,Credits: 3,null,null,,,,,,,,,,,,
EDCP,EDCP 512A Education Action Research - EDUC ACT RESEAR,,Credits: 3,null,null,,,,,,,,,,,,
EXGR,EXGR 560 Student Exchange Graduate Research,,Credits: 0,null,null,,,,,,,,,,,,
THTR,THTR 549A Master's Thesis - MASTERS THESIS,,Credits: 6,null,null,,,,,,,,,,,,
CHIL,CHIL 599 Thesis for Master of Arts in Children's Literature,,Credits: 6,null,null,,,,,,,,,,,,
DENT,DENT 595 Endodontic Case Review and Treatment Planning II,"Student case presentations, treatment choice, and evaluation of prognosis.",Credits: 5,null,null,,,,,,,,,,,,
MUSC,MUSC 572B Music Performance (Secondary) - VOICE,"Private instruction, vocal or instrumental.",Credits: 4,null,null,,,,,,,,,,,,
ARST,ARST 556I Topics in Archival Automation - TPCS ARCH AUTMTN,,Credits: 3,null,null,,,,,,,,,,,,
PATH,PATH 649 Doctoral Dissertation,,Credits: 0,null,null,,,,,,,,,,,,
SPPH,SPPH 581I Selected Topics - MORBIDITY,"By seminar and directed readings, certain topics of current interest are explored in depth.",Credits: 3,null,null,,,,,,,,,,,,
BIOL,BIOL 448A Directed Studies in Biology - DIRECTED STUDIES,A course designed to allow students to undertake an investigation on a specific topic as agreed upon by the faculty member and the student. Permission of the supervisor required. No more than six credits of BIOL 448 may be taken with the same supervisor.,Credits: 3,null,null,,,,,,,,,,,,
ELEC,ELEC 302 Electronic Circuits for Electromechanical Design,"Semiconductor fundamentals; modelling of electronic devices including diodes and transistors; design of power supplies, waveform generators and logic circuits; signals in time and frequency domains; operational amplifiers; active filters; oscillators; device specification and selection.",Credits: 3,"Pre-reqs:     One of EECE 251, ELEC 201, EECE 263, ELEC 203, MECH 221.",null,,,,,,,,,,,,
